"","Cell_Type3","Cell_Type2","Cell_Type1","Cell_Type4"
"3_11",0.79383449605017,0,0,0.20616550394983
"3_12",0.828682235781701,0,0.000114737756453161,0.171203026461845
"3_13",0.665180520131802,0,0,0.334819479868198
"3_14",0.799313815580971,0,0,0.200686184419029
"3_15",0.800247003140376,0,0,0.199752996859624
"3_16",0.801796010285022,0,0,0.198203989714978
"3_2",0.00143423952533048,0.198452937983655,0.7984311259808,0.00168169651021436
"3_3",0,0.198562567099862,0.799240150365883,0.00219728253425532
"3_4",0.00036753651015828,0.198419554535183,0.798970915091789,0.00224199386286988
"3_5",0.000368997579824077,0.199363563022635,0.799027475443092,0.00123996395444889
"3_6",0,0.197384977181344,0.799355851475245,0.00325917134341144
"3_7",0,0.197688598839926,0.79888837233588,0.00342302882419404
"3_8",0,0.197891972993452,0.798721819843465,0.00338620716308239
"3_9",0.792122445648947,0,0,0.207877554351053
"4_1",0.00326917030670126,0.198929880382293,0.797800949311006,0
"4_10",0.793828196252058,0,0,0.206171803747942
"4_11",0.795079204797736,0,0,0.204920795202264
"4_12",0.796421657666416,0,7.93264583878628e-05,0.203499015875196
"4_13",0.797844261637115,0,0.000461588538303983,0.201694149824581
"4_14",0.800565821178249,0,0,0.199434178821752
"4_15",0.801758588876172,0,0,0.198241411123828
"4_16",0.836144419894973,0,0,0.163855580105027
"4_2",0.00205507176256292,0.198877936348514,0.798616578703719,0.000450413185203649
"4_3",0.000861468084018335,0.198679311179987,0.799406391121784,0.00105282961421118
"4_4",0.00096931319281629,0.198586205502129,0.799235540995817,0.00120894030923739
"4_5",0,0.198819673562812,0.799599732974624,0.00158059346256411
"4_6",0,0.198173631556665,0.799756474679576,0.00206989376375883
"4_7",0,0.198309577776724,0.799265475791568,0.00242494643170778
"4_8",0,0.198317170748417,0.799259979119309,0.00242285013227403
"4_9",0.793536584999646,0,0,0.206463415000354
"5_1",0.00175947187078885,0.200350641581977,0.797889886547234,0
"5_10",0.795439449941632,0,0,0.204560550058368
"5_11",0.796377860621298,0,0,0.203622139378702
"5_12",0.798021701850136,0,0,0.201978298149864
"5_13",0.799889979916031,0,0.000126824262201046,0.199983195821768
"5_14",0.802304611788071,0,0,0.197695388211929
"5_15",0.669256858944532,0,9.27147054306808e-05,0.330650426350037
"5_16",0.804462552140242,0,0.00017369599801657,0.195363751861741
"5_2",0.0016481091617939,0.199586176678615,0.798765714159591,0
"5_3",0.00157965747507279,0.198879408880916,0.799540933644011,0
"5_4",0.00105635629699968,0.198788188425512,0.799744728667574,0.000410726609913823
"5_5",0,0.199013312350769,0.800286173403994,0.000700514245236958
"5_6",0,0.198728094336418,0.800155826417533,0.00111607924604898
"5_7",0,0.198772008582862,0.799771404694124,0.00145658672301427
"5_8",0,0.198923879227157,0.799586396696592,0.00148972407625116
"5_9",0.795176017202582,0,0,0.204823982797418
"6_1",0.00182454865070802,0.200065557743642,0.79810989360565,0
"6_10",0.797149503576985,0,0,0.202850496423016
"6_11",0.798250832307364,0,0,0.201749167692636
"6_12",0.799731412915475,0,0,0.200268587084525
"6_13",0.800533991162377,4.75911675010419e-05,0,0.199418417670122
"6_14",0.800438363230399,0,0.000167428095117464,0.199394208674484
"6_15",0.804536689002722,0,7.65483220331109e-05,0.195386762675245
"6_16",0.80601387415785,0,0.000483369612285848,0.193502756229864
"6_2",0.00159083691367084,0.199928467880683,0.798480695205646,0
"6_3",0.0015365473243795,0.199501067213715,0.798962385461905,0
"6_4",0.000634586720564509,0.199293735749739,0.800071677529696,0
"6_5",9.13247853214383e-06,0.199612611794589,0.800378255726879,0
"6_6",0,0.199158517284359,0.800518794729636,0.000322687986004935
"6_7",0,0.19918549617628,0.800229385192825,0.000585118630894808
"6_8",0.140779688518489,0.141851067080718,0.572360567507451,0.145008676893342
"6_9",0.796825353432869,0,0,0.203174646567131
"7_1",0.0016195446784395,0.200208529441752,0.798171925879809,0
"7_10",0.798461311045009,0.000603906656955921,0,0.200934782298035
"7_11",0.799117569948056,0.000283043581875605,0,0.200599386470068
"7_12",0.800209928052773,0,0.000416918086650925,0.199373153860576
"7_13",0.799689031876871,0,0.000881715224146884,0.199429252898982
"7_14",0.802085302786934,0,0.000231236614223368,0.197683460598843
"7_15",0.806011709161911,0,0.000325455818451319,0.193662835019637
"7_16",0.807068163871537,0,0.000824562993161214,0.192107273135302
"7_2",0.00214588191545988,0.199498282890661,0.798355835193879,0
"7_3",0.00204916756867635,0.199501849438772,0.798448982992552,0
"7_4",0.00174118285599813,0.199289141253012,0.79896967589099,0
"7_5",0,0.199514648995526,0.800485351004474,0
"7_6",0.000475942368811411,0.199021299654048,0.800502757977141,0
"7_7",0.000307281244237842,0.198722402456264,0.800970316299498,0
"7_8",0,0.198410864861356,0.801522941775387,6.61933632567012e-05
"7_9",0.79807070784157,9.62962579441648e-05,0,0.201832995900486
"8_1",0.00234679722905098,0.200099174387006,0.797554028383943,0
"8_10",0.799147407252261,0.000271015649665485,0,0.200581577098074
"8_11",0.800050039991452,0.00048892226209294,0,0.199461037746455
"8_12",0.800566948012494,0.000222566506487464,0.000335367707065236,0.198875117773954
"8_13",0.800681062098249,0.000151642040422958,0.000227606618319271,0.198939689243009
"8_14",0.801027472483897,0,5.1618641518807e-05,0.198920908874584
"8_15",0.805916728477351,0.000534065350267065,0.000970156968611305,0.19257904920377
"8_16",0.807760041440988,0.000313544104776002,0.00137673834254189,0.190549676111694
"8_2",0.00313381280917275,0.199208158942885,0.797658028247943,0
"8_3",0.0029349957403532,0.199235423773959,0.797829580485688,0
"8_4",0.0022046014118077,0.199132982650675,0.798662415937517,0
"8_5",0.000369623668802588,0.199238363316039,0.800392013015158,0
"8_6",0.00029500979284757,0.198945416217767,0.800759573989386,0
"8_7",0.000243764018889305,0.198703492554482,0.801052743426628,0
"8_8",0,0.198969575731331,0.801030424268669,0
"8_9",0.79844244688339,0.000782790305657332,0,0.200774762810952
"9_1",0.200952669816838,0.799047330183163,0,0
"9_10",0.165975287497946,0,0.166229201774521,0.667795510727532
"9_11",0,0,0.200156099167173,0.799843900832827
"9_12",1.50001142479229e-05,0.000463026163425643,0.200999135493875,0.798522838228452
"9_13",0.000197712663843828,0,0.200922103298628,0.798880184037528
"9_14",0,0,0.201675817580841,0.798324182419159
"9_15",0.00379436159382736,0.00031751566109707,0.202103849023725,0.79378427372135
"9_16",0.00779954704791565,0.000338253836901338,0.00164882915171081,0.990213369963472
"9_2",0.201324478394902,0.798675521605098,0,0
"9_3",0.201731412035072,0.798268587964928,0,0
"9_4",0.200720302586737,0.799279697413263,0,0
"9_5",0.200367527173184,0.799632472826816,0,0
"9_6",0.200162774208474,0.799837225791526,0,0
"9_7",0.199271307683983,0.800131026025385,0.000597666290632311,0
"9_8",0.199532343030013,0.79971145787301,0.000756199096976939,0
"9_9",0,0,0.199072274251638,0.800927725748362
