"Genes","Cell_Type3","Cell_Type2","Cell_Type1","Cell_Type4"
"Gene121",13.9802143367358,92.051799442844,11.1406753212489,11.5183421005967
"Gene122",18.4482661782398,18.6258765617689,15.5503785428183,16.4881686461878
"Gene123",2052.37782435021,910.56207436379,1745.21048650094,1859.43758359412
"Gene124",55.0605339774931,57.9379877435316,46.45514697276,49.1814956870495
"Gene125",19.2588176357135,36.1097351089369,16.3800427881136,17.6747996571744
"Gene126",69.4268252348923,68.8315418594254,59.3916147253774,62.8345474319691
"Gene127",290.361169501683,60.1898568348347,50.8934844989582,55.2771487443976
"Gene128",79.4609497408379,26.8263662624913,68.9007982083498,69.5645723874992
"Gene129",10.1521502099399,10.4011373736696,8.3907898667789,12.1470359911003
"Gene130",0.0267610497226728,0.218039565299218,0.196995240487309,0.216005105590669
"Gene131",23.7555911192536,23.5892586659587,20.0491616594625,20.9968019065019
"Gene132",25.8113169372895,90.048365660964,9.74225945751526,22.5549701454307
"Gene133",1.14360230947225,1.03254336217492,1.023057749896,0.970391136756409
"Gene134",19.3241759180074,19.8212277045058,3.335196387296,17.1797900363003
"Gene135",70.1128788773046,70.4380465897031,57.1009241124975,61.1667076129553
"Gene136",5.03343589016661,4.91372250894725,4.23317345758825,4.25683550637158
"Gene137",322.656922113005,92.1967160464972,77.7466131994766,81.9891347739547
"Gene138",1041.36602429006,1057.26714918847,2748.64888734701,928.993303355962
"Gene139",14.7922744045075,16.2886741406676,13.2934793353266,14.1002962951241
"Gene140",88.4959586145367,38.4403602527423,72.7834318385421,79.196271011653
"Gene141",13.6688209863511,13.9686673064512,4.63991608294122,12.3474060388582
"Gene142",8.68730004722676,9.07971831068445,7.3999410172341,8.11649370700754
"Gene143",14.7919991678624,3.15165547614216,11.5002493740347,11.8516623991698
"Gene144",3.49624836542799,3.78542659047734,2.76809925337744,2.96439081665823
"Gene145",1.62481794990147,1.68537376758702,1.4548971426752,1.59965227349303
"Gene146",927.655114617602,945.899620808756,783.539688834248,813.862207789804
"Gene147",15.567635688123,8.65535774991261,13.2802167311184,14.7361120648234
"Gene148",0.219407320659426,0.0382993454261854,0.0325689158330598,0.0390417704007199
"Gene149",22.0312913899222,21.9220282797331,17.5369319963557,62.6913641487694
"Gene150",7.7026724653689,7.80174834282237,6.34351650623973,6.75093326542033
"Gene151",48.0506342326974,51.1032196871871,40.5055712865734,43.0263476849169
"Gene152",101.179408317022,104.563918072876,87.7466264868334,92.2286525907745
"Gene153",24.0739835857953,24.0185360147008,116.691113790266,21.4999877441427
"Gene154",14.9097133827287,25.7546171681788,12.5115344523792,12.184831040651
"Gene155",173.016758465959,173.908099738642,145.713518380446,68.1717159709993
"Gene156",106.842092473135,110.886588115375,90.5436729361105,96.9714226997878
"Gene157",2043.52823391293,2082.97890647633,1237.02044820373,1855.38247388127
"Gene158",6.15390460462146,6.83770830105881,26.1432905240782,5.80090273275185
"Gene159",77.7223472550891,75.9144701051569,66.3693277627693,68.7868212925019
"Gene160",101.585454863237,103.115732351192,86.2033870274014,89.2366200188539
"Gene161",16.5586802364572,17.896280803474,15.4537894403311,58.7424090296853
"Gene162",10.2912230016004,10.288159893261,8.09590707111268,9.19624969012351
"Gene163",27.7653762558506,8.34235723197286,24.225263349185,9.61063439890786
"Gene164",45.7816834417817,46.18553210367,39.0393901260827,41.564938587304
"Gene165",173.375715581183,177.975453349406,461.539182484491,156.517004925448
"Gene166",0.0827155137636976,0.054115368507864,0.0699052486612707,0.0705287036634385
"Gene167",24.5102508156724,24.2176700474776,3.95969641958066,21.2154487971963
"Gene168",78.8869733108549,23.4696835588061,11.265632406729,33.3256604304117
"Gene169",41.7630421698729,506.845012029055,83.7422731757461,85.9081445439329
"Gene170",91.8498423062739,49.5825159220599,75.1639765241754,81.4302981079574
"Gene171",139.756495304141,238.375208745447,199.783541254365,206.982160851064
"Gene172",3.21718848742189,3.66438143313105,2.87941884008694,5.11781448510034
"Gene173",22.3111678588651,10.1947843013349,17.9544240159043,19.9667478119866
"Gene174",43.119699000975,45.1583280842386,36.3010052812596,38.8357190119572
"Gene175",6.73021128772417,1.29323404383197,3.46554358023799,3.82780960752136
"Gene176",16.4964905062434,6.53398622636436,13.3803263298865,13.8475654863614
"Gene177",0.234695231716248,0.0247525473319278,0.0244080206915944,0.0389667268746146
"Gene178",0.589043528288995,0.704989056197058,0.603624874866667,0.62715007510885
"Gene179",96.9287733745029,448.161093572483,81.0968630852523,85.2670006401655
"Gene180",8.28186233390401,39.7510811085034,33.3125615973593,34.783290118957
"Gene181",58.2013757732225,57.0886597583554,47.6303415098485,50.7435093796065
"Gene182",2142.63708514362,375.033085498613,1850.62193907522,1982.47411063366
"Gene183",64.0782586909606,65.8554385171563,56.9987892745439,57.7730082548753
"Gene184",7.79788375603379,7.80214789556475,28.8396640657524,7.01003077165976
"Gene185",78.147579991999,87.5177204931265,67.3456965876932,72.8670992611955
"Gene186",173.573481462261,176.325083642732,350.839944606281,667.6771980174
"Gene187",79.1406679951751,81.3116144779362,67.6395119348572,71.6708958019212
"Gene188",61.7547733101107,66.5354376828833,53.1871655441272,55.9180378433767
"Gene189",7.71701460980371,26.8758893444033,21.7843455686588,23.0240891216559
"Gene190",7.38078848893653,38.8723251939169,32.0360160753423,35.4046160760599
"Gene191",98.7774521284609,218.60117727433,38.4256863886621,40.4083855669347
"Gene192",163.341088147818,817.81799520289,687.656395973321,723.989425813109
"Gene193",58.4939227920305,60.0497083530417,48.7194890544185,51.1183100203109
"Gene194",93.1334400344866,94.741104979069,79.327031488672,81.486192526303
"Gene195",7.62777405474118,7.85904061099271,6.73042310078367,18.528964564219
"Gene196",77.6390724386235,78.0281335247733,102.259331700056,67.9080573992386
"Gene197",48.3530443837065,49.1469266000711,108.037257744949,10.1864464111799
"Gene198",12.3544204767823,12.7950848953594,10.3716090383137,38.9405560295142
"Gene199",783.964876673199,794.386075197729,737.660727303051,696.10161727679
"Gene200",3.08881605163349,3.13473315231836,1.15371062731799,2.84200128888418
"Gene201",44.1604510362521,34.0255125725181,28.864208965497,29.5319378438793
"Gene202",35.3036352582101,35.7913898584786,30.2399341918406,31.9580959400433
"Gene203",1214.76318092687,1230.38007833115,1022.690590573,279.876065765277
"Gene204",24.6794925094552,25.2426969923433,20.3452133262298,22.2607452104872
"Gene205",5.97529128795801,5.86726719156435,4.88042938768079,42.2265836998668
"Gene206",85.8941926583092,87.6943639748264,71.1468575252509,76.89064460496
"Gene207",13.9324433494627,13.6606790060403,11.4378957560878,12.2824199896887
"Gene208",3.38678225789829,3.64143403822302,3.06254468838374,3.26968578206216
"Gene209",226.727053515261,234.29505138511,196.172981809769,204.403963103557
"Gene210",2.30970067891568,2.4803869437557,2.07063376686949,2.23543305904641
"Gene211",14.2293111473896,14.2686266352077,12.2609175521323,44.2064139787976
"Gene212",26.9389716840267,27.0632463304075,22.0301967048831,22.4608624472439
"Gene213",17.7177754719899,18.1182193905643,15.5756176439472,15.7149933720518
"Gene214",28.1236286849318,6.21275479464458,24.9532163300907,26.6664810448123
"Gene215",0.648433079553757,0.64326833545425,0.493689045971182,0.570054606779309
"Gene216",79.211216888,79.0364393787639,66.9677343755964,70.9950659975515
"Gene217",96.2692929432383,95.6861008166299,141.859100815443,85.9238314130592
"Gene218",49.2057064917171,48.5921047729083,39.8185950311708,22.7511421917646
"Gene219",110.709816085052,35.1408437171823,30.5006123058215,20.5311419624232
"Gene220",70.1921332575481,16.0229556392037,12.496732518431,13.6981543695996
"Gene221",22.1320907389989,21.4246638592745,68.629597311638,58.4901496226539
"Gene222",1.12296098747092,10.049883658139,7.77576926582091,8.93540897143547
"Gene223",120.78415196181,121.100648642169,102.633973731801,107.125039172783
"Gene224",17.7775418035403,18.5302709646402,14.6555515774617,15.7936292857372
"Gene225",83.5608858064917,86.3293198701657,70.2623239654195,74.2793204102291
"Gene226",7.46489542877789,8.09506828834246,6.19687211496129,7.15024397978009
"Gene227",10.7805805417907,11.348585628286,9.01946463368496,20.9748174860119
"Gene228",23.0156595690885,53.3136966344596,45.1496799452284,46.5146481806138
"Gene229",264.921164683374,72.7518768098852,60.5647375166176,64.4790019504931
"Gene230",2.97304898534969,3.33990733224688,2.90034245639907,7.82710254324868
"Gene231",85.1640595048143,14.6459837201932,12.1077667701034,3.83224755551846
"Gene232",1.09249449431891,1.52744255110366,1.00763281202774,4.46801485930811
"Gene233",17.8687981732628,17.4233113744397,14.7136803470459,4.13287105093839
"Gene234",3335.83932105317,3384.08374326799,2785.92052177078,2971.51196896819
"Gene235",0.0237275334398702,0.0136780674950028,0.00271498433952904,0.0160778381716598
"Gene236",0.504965562286184,0.486666830774779,0.523180619889195,0.554092225511353
"Gene237",25.2605752586775,26.5484104058651,22.3935375312336,30.3676101282812
"Gene238",1556.42405000749,1588.65210681031,1330.28712600932,1404.70688258368
"Gene239",0.0382831505708835,0.0491190244880365,0.036083287188861,0.103382543483509
"Gene240",17.7543460451884,5.39743205687506,15.0551551227105,22.6209700036003
"Gene241",20.745034766055,20.8609205201634,17.3744917102097,18.8296832332633
"Gene242",1500.19776142633,1535.1445339006,1287.60136172872,4470.58707978052
"Gene243",43.8518503070307,43.5743080249996,36.819551170901,39.2066088013687
"Gene244",82.8879831249988,31.7078497121201,25.4368722912782,27.7727056766877
"Gene245",58.8125266455625,58.9209680090618,51.0491742108666,52.3876777284607
"Gene246",5.38461788551839,2.4297539933539,4.44053098945671,4.91935764874493
"Gene247",118.386905582672,28.025836613044,20.4403437663864,24.1503401090526
"Gene248",36.3630798833186,37.0800043403533,10.6831980454836,33.0439371597669
"Gene249",17.9107272444486,17.7161996103808,54.21048628052,15.3275973516596
"Gene250",132.263616593194,136.320950309963,114.15264098638,119.500787671419
"Gene251",12.8687412291591,6.26282360154647,11.2367954363161,11.2809666382251
"Gene252",7.68156645989936,7.4621005879336,2.18152935911303,7.2589853163169
"Gene253",220.409341823134,20.4088143357598,63.1629550710102,67.4574040779581
"Gene254",61.5094773109562,136.121626577932,51.6381289637687,322.411762198362
"Gene255",124.560566751696,124.234689971687,103.350592640912,109.165848816617
"Gene256",6.97538177753908,6.91479200082412,6.52267826585513,6.93010873731913
"Gene257",60.4302516487257,173.64057719663,51.7316431990798,53.4516231889147
"Gene258",0.101157182977475,0.153635367592389,0.079412364900557,0.106901408555838
"Gene259",2.05251375148272,2.34393304574274,1.9367329384824,2.21682491888521
"Gene260",3.49401331328249,4.3174389318514,1.67345224014206,3.8816441608446
"Gene261",7.41522004064177,2.22485249522667,2.01151162810801,1.87581602576639
"Gene262",22.6297093507309,50.2406559986457,41.2804388515317,44.8547431150904
"Gene263",6.11524231307138,6.94392719516941,5.59052622657006,1.39334938981126
"Gene264",153.773843606278,157.885924749696,128.582516177,315.558246170763
"Gene265",50.3041884095576,49.0881212564532,43.2686637585491,45.4243810886913
"Gene266",88.4919128290799,89.7310475283457,76.2862225422185,80.4033560836755
"Gene267",0.154679108295301,0.412117416107334,0.0583046374416617,0.0912903418398502
"Gene268",79.9551707289644,36.6137992938975,321.405620147899,73.5167223866118
"Gene269",0.144018079842218,0.157895012589057,0.131134715245878,0.176438127960768
"Gene270",9.89209521275089,19.8191249690294,16.742197834446,18.3089483520478
"Gene271",52.7236616866307,53.5975327078122,10.2090425167812,48.583157896903
"Gene272",21.1136742633956,21.4323312121947,18.0863108942103,18.2804539229439
"Gene273",8.76692553914931,9.02925209261595,26.1544069110221,7.61332808032593
"Gene274",33.9041971665222,39.6676179796238,32.5404498852161,93.8076042019427
"Gene275",38.0350463458419,39.8164268081522,33.4370452845102,35.0961178015787
"Gene276",236.198832609173,247.416690228511,200.668677220544,212.102982112578
"Gene277",151.616613503388,148.380972126311,125.295643602423,134.71285562109
"Gene278",19.3520049912549,19.1770583504224,16.1058737475308,17.3455373023072
"Gene279",0,0,0,0
"Gene280",140.502495369736,142.329912717155,119.939554006748,126.847386735897
"Gene281",0.748632437160181,3.45243730717834,2.95914070383034,2.81937472925224
"Gene282",1132.64064375205,1143.54381413063,953.574157360043,1012.82797118277
"Gene283",27.5347356726348,30.017344580829,25.2889886448129,17.6569604498433
"Gene284",37.0752845140949,37.3858707924114,30.34153872064,33.2697677737508
"Gene285",82.3655393727286,82.6223518505327,70.2710608714599,277.652605123374
"Gene286",76.9125229821483,77.7709580375361,62.9381474178497,69.3856335717278
"Gene287",153.14720829621,89.4457467120541,73.5182270027213,80.590951588183
"Gene288",42.8978316855117,44.2853177760074,15.4908695860253,37.9905250073794
"Gene289",20.2398558781606,20.1315157419057,17.2006530467873,17.9118696552192
"Gene290",3.14862342046651,3.58770451948711,2.07858010504704,3.34422291656009
"Gene291",0.443969625872277,0.170238494979119,0.343590776066015,0.582849056505451
"Gene292",79.3080781983856,80.3990302536101,143.059910323831,72.4616426324081
"Gene293",123.781597933371,120.974224793587,103.565098856283,111.83960024432
"Gene294",42.2544145793594,43.8552452012379,36.5736371267295,39.0104571868229
"Gene295",76.1572607069293,79.887805154302,63.8164807174381,67.7433344219394
"Gene296",6.12535648108731,0.649362473895042,16.4598550724197,0.590698533623
"Gene297",55.5360024588146,56.0153900998716,46.8334127030767,49.2666007416275
"Gene298",14.1640476902813,13.7507378744161,12.8408618297411,12.6289816449015
"Gene299",29.6133900390602,29.8184449350049,25.0510761677577,26.3357269266284
"Gene300",11.0509926355821,11.8598237888884,9.24893741132945,10.01971960711
"Gene301",0,0,0,0
"Gene302",0.234861697437492,0.201025202576514,0.319879630127766,0.0425047240007833
"Gene303",8.27717748540543,9.80728810278496,7.88484433999572,2.65893384970974
"Gene304",6.90897396710158,6.64669463582073,5.5565741296277,5.69155283690372
"Gene305",43.1156930622094,44.7973513138272,11.6825447898205,38.8615708381477
"Gene306",19.2098966882729,20.0556695552073,7.46170561006147,17.5765483941406
"Gene307",4.37202232513671,5.56587685988994,4.34887480897393,4.99247362102028
"Gene308",12.7735542601344,19.9147283827386,16.9418642713928,4.64935019103008
"Gene309",0.711321650745326,1.88109900715415,3.67977856362303,1.81725380956683
"Gene310",2.4769996652186,3.78041806474265,2.24810478802347,2.28893861540075
"Gene311",102.857878378996,104.130251567065,86.0361248865685,90.0548640061462
"Gene312",32.0817244427926,33.7246475518075,26.6962248115266,6.06312591675411
"Gene313",1.22256561794798,7.55961410196281,6.4396902821968,6.45605730467048
"Gene314",13.4646195396041,14.4872819879027,12.0552149173731,12.441004740904
"Gene315",50.5743101336989,51.6203963229195,43.5511259067117,44.7820651322768
"Gene316",0.371763206427045,0.394439663086657,0.290853463978844,0.203482582848699
"Gene317",0.100023369558759,0.113323012715042,0.107218246957187,0.107773631140967
"Gene318",41.787521800696,40.6944724668649,34.1487514628847,36.739941815273
"Gene319",0.0395577343996658,0.404315438584987,0.0616965378446224,0.0153021430496155
"Gene320",6.86635783255997,6.92655846869532,6.0286876338098,5.71115428280471
"Gene321",2.76445779269678,2.68475069193034,2.21293502276599,2.0415499110702
"Gene322",23.3489930840762,23.9458169360117,34.1845204023644,20.7917179842798
"Gene323",1188.19211900677,1183.41079531352,5055.39993676016,2828.14242993289
"Gene324",82.1572914239859,85.2717915481068,70.0307476775371,74.9057898178749
"Gene325",26.571845816149,26.3296841382522,23.2523447830333,23.0597837897178
"Gene326",0.115294376740444,0.0960529513700364,0.0998950606703345,0.285655032544529
"Gene327",7.87656722823117,36.7787725697962,31.0084613292045,31.6171597876475
"Gene328",9.18761780490746,9.21525293730223,15.5407107017942,8.08152973591919
"Gene329",17.8733558028437,70.4344145592478,15.0959744494359,16.7923609058969
"Gene330",94.819868434013,95.6205882929899,80.1452665597106,85.5650997189779
"Gene331",47.5647359942661,48.5017983293969,40.7410854735798,43.7555250674166
"Gene332",14.2170555169691,29.9072082976933,25.0403756394281,26.2405893223285
"Gene333",26.8524302736721,27.502274720859,22.9190480506275,68.2463377724118
"Gene334",3386.73700422798,3435.94616991272,2856.90674297017,3011.30561790539
"Gene335",1820.00153186309,1859.28825290926,556.61553570683,1623.51968785484
"Gene336",122.231982085607,121.951187603986,209.362764051062,109.485897709924
"Gene337",18.0235487309331,62.1018626939737,49.4926167575274,55.3571453827052
"Gene338",16.8518580841474,18.2471405593488,14.8946281809261,15.1723694195282
"Gene339",35.1812668180441,35.7244544617584,28.6302696126951,31.1153073964627
"Gene340",7.37432211051868,7.96497892752821,6.33563499258113,6.71721812910352
"Gene341",62.3366989106761,65.1704052372106,52.5078267091075,57.4185204671464
"Gene342",9.02167691587631,8.82797935061362,18.9208058013748,7.94448695670692
"Gene343",41.9756764091648,13.3673195839238,4.399933232415,12.7040406984712
"Gene344",65.3385521695236,65.1460464903141,55.128784118366,58.1339582728466
"Gene345",3.65196838450816,3.69802861790386,12.2556439388513,3.36572120916132
"Gene346",4.47031873305286,4.7972750583934,3.73377705921607,3.98930486653085
"Gene347",43.6374073803773,14.6635830991796,12.4011633840941,13.2473227505406
"Gene348",2337.7759401904,2324.14760981487,537.25202578215,2049.83562666142
"Gene349",123.628459343008,125.196569588399,104.516099049908,113.344436506003
"Gene350",10.7236806392438,11.2614906312653,9.82013574284082,9.86593741711334
"Gene351",0.0569088052023058,0.080668515505025,0.074886390652768,0.286031126836995
"Gene352",5.25552311175278,15.440221117534,4.5698020115362,4.82343801063436
"Gene353",22.8966707050447,22.7534401239844,19.9252306588239,20.0814800374528
"Gene354",130.42174337065,129.756335921605,108.66368850998,115.026906810842
"Gene355",165.481326031693,166.995226144028,139.338217642785,146.37227192368
"Gene356",1.04864640368423,1.22171625152624,0.928360560962398,0.993675795786537
"Gene357",115.146146818558,614.134391114753,18.7833974317244,103.391305426293
"Gene358",0.0276888095268525,0.0220962421304586,0.00975599641102649,0.0120594086009097
"Gene359",20.4430189715019,71.2178122523574,307.343256472825,62.6580782449616
"Gene360",26.4345446865434,28.0711768093608,22.160282560958,23.3863383216071
"Gene361",57.1303828939707,40.3931835893652,25.9699166973195,50.9904592463113
"Gene362",3.06281818905829,45.3051125430466,11.6197744095397,11.9186537374821
"Gene363",0.993920357653344,0.966269364259425,0.79916209149888,0.913871193706439
"Gene364",66.3502693684892,66.3697266666887,53.8303254128905,58.4012736549226
"Gene365",5.6490421803897,5.71014118672593,4.62480522661699,5.21694543070897
"Gene366",34.346449135283,34.500147607729,29.2189453559003,30.2436767839496
"Gene367",41.249358221166,40.131200085196,33.6235269982878,36.7825276066068
"Gene368",12.3559317628226,51.3483346032857,10.1098279688045,10.9694110471657
"Gene369",131.355931926448,133.602762000143,110.604686621,118.01859312304
"Gene370",0.0416177693610027,0.199326030351812,0.189893353675903,0.13620775350561
"Gene371",14.2044646531433,5.45591065368827,7.89982166538486,18.16041463533
"Gene372",21.3501276294799,22.4087200376202,17.6704412762453,50.681999250142
"Gene373",179.410061646771,182.310965412225,152.175126447777,165.511547065072
"Gene374",31.3458918697655,31.0579850276907,24.4439701531966,28.0105915564224
"Gene375",46.8179742346382,49.3504676567928,28.3189700499886,41.7722845365187
